userName,komentar
muhammad Fadly lubis,sangat membatu dan memuaskan terutama buat drever nya ramah sopan dan rapi
Chelsea Lia,puas
Ikhromi Annafi,Good
yunus cooy,penjemputan cepat
Elva SryAstuti,Terbaiiikkkk
Edi Waluyo,sopan. semoga sukses
Mas Ganteng,sangat sigap
Faqihvaiq Faqih,terimakasih
Teo Teo thea,ok mantap
Fachri r,"Trmksih banyak yah Ton, semoga slalu di lancarkan Rejekinya"
Irfan Ishak,"PENDAFTARAN MULAI DAPATKAN PENGHASILAN SEKARANG JUGA Tanpa kunjungan ke kantor dan wawancara bersama manajer. Setelah mengisi formulir, Anda akan mendapatkan login dan kata sandi untuk masuk ke aplikasi. Bisa langsung menghasilkan uang!  Kota Ambon Ampana Amuntai Atambua Bahodopi Balaradja Balikpapan Banda Aceh Bandar Lampung Bandung Bangkinang Banjarbaru Banjarmasin Banjarnegara Banyuwangi Batam Batu Baturaja Batusangkar Bau-Bau Bekasi Belopa Bengkulu Bima Binjai Bintuhan Bitung Blitar Bogor"
Carolina Anggraeny,driver ramah ..sopan ..sabar...
Marwan Jaya Diningrat,makasih makanannya enak dan murah nagih bangeet deeh
Resthu Adhitya,baik
Aloey Ajh,Sempurna
Imahirawaty Limbong,ramah
Achmad Julianto At-Tholib Abu RuSaNu,الحمد لله على كل حال
achonk putra,driver yg ramah
Siskadamayanti Yanti,sangat baik
Desti Arini,mas nya ganteng banget mkasih mas 🤭🥰
Feby Jayendra,banyaknya draiver yg menolak pesanan
Muhamad Sidik,mantap
Ritha Ani,top
Irul Falaq,"pengemudinya ramah,luwes,cooollll pastinya"
muchamad choiron,ok harga terjangkau
Henny Sulistyaningrum07,"Gila nyesel banget download maxim ribet banget,,mana rute nya ga lengkap Udh gitu driver nya malah jemput di tempat lain kan bego, orng buru"" malah di suruh nemuin driver nya Helm nya sempit banget bikin kepala pusing Sangat buruk!!!"
Sri Erika,"Driver kasih tauu kalo memang gak narik Jan aktfin,. Mentang murah,, orang2 buta mab di terima"
"Sheila Varizki Fitri SE., MM.",Good
muh. arfah,terima kasih banyak pak.
The Volker,top
Herry Santoso,Murah meriah
raudah nawawi,Bagus banget
dr.dragon bohay,Ok
Nuel Samosir,oke xim
She She,terimakasih pak..semoga sehat selalu
Zumarni Amelya,"Order telah dipenuhi oleh: Daniel Maju dengan Motorcycle, warna hitam, nopol B5036KAP. Terima kasih atas perjalanan Anda!"
Achmad Sofyan,Trimakasih
Mumu Alvian,oke
Muh Fajrin,gud
Pawita Asa,mantap
abraham hassan,bagus. membantu di kota sampit
Andini Putry,sangat baik
Asep Muktadir,"pengemudi ramah ,bersih,tidak ugal""an"
Keyra Fitri,Ramah Baik 👍👍👍👍🙏🙏
Riska Devi,sangat puas
Muza Store,"bagus,tp untuk maps kurang akurat sehingga menyusahkan pengguna untuk mencari alamat tujuan yg pas."
Elga Mahmudah,sipaling murah
Joko Selip,KENAPA PESAN MAKANAN HARUS MANUAL MIN.. RIBET BANGET
aguz muhammad,okk
zeetsee ary,maximee... tolong dong itu saya sudah top up wallet kaspro 27k dari kemarin ngga bertambah² saldonyaa😇
Caren bianca,driver ramah dan pelayanannya ok sukses selalu buat maxim dan semakin sukses juga buat pak drivernya
Tarida Random Premaswari,makasih maxim
Good Bye,"Jarang nyangkut orderan, alamat selalu gk akurat"
tri wahyu ariwibowo,siipp
Darmaji Maji,okeh
Karlina Channel,"Percuma pakai maxim, mau pesen car gk ada yg ambil"
Dedi Dedd,app yg sangat baik
Deddy Purba,Perjalanan Hemat
ihsan firmansyah,makasih om sht sukses
Meliana Santi,makin hrg emang jauh lebih jurang drg lain tpu programnya kalahkadang kita disuruh pilih di peta susah
Supriyanto Supri,terima kasih ka SDH mau nganter adik saya
Wawan Muda,cepat tepat waktu
Riema Melati,terima kasih...
Falni Lusiana,ramah dan bersih
Dodo Yulianto,mantappp
Veronica Sande,pelayanan nya baguss
Rusli Mursaling,Drivernya ng ada yg mau ambil klo cmn 20ribu giliran mau d cancel susa bgt njir mendingan grab
Muh Anjas,mantap
Masayu Novitasari,good
Michael Fernando,"Ko aplikasi Maxim saya tiba"" keluar sendiri ya"
Eka dewi Ariyanti,sayang sekali map nya kurg lengkap
Sri Eny,terimakasih ya pak sudah baik
Nezya Grafika,mayan lah
Mulia Jaya,mantap lah pokoknya 😊
Mis Nah,baik
Hari Hariadi,good
Deasy Maengkom,Terima kasih buat pelayanannya🙏
Konek Konek,Sangat mudah dan hemat biyaya
Arrizaldi Ikhsan,Susah cari alamat tujuan !!
Gita Mutiara,"Puas deh Ama Maxim,driver nya enak di ajak nego.cman tlong banget buat login nya di perbaiki lgi.lobet banget"
komang adi,"sangat nyaman dan menyenangkan, drivernya juga ramahhhh"
Raden Wewew,driver nya baik
dede akuntansi,baik
Susi Lawati,Ramah dan tahu jalan
Amdani Afrianto,"pengemudi ramah,,,sangat bgs"
Mini Arsih,sangat baik
Ajay Ghedax,oke
Raden Fatha,good
Muhammad Yusuf,Maxim food nya belum bisa non cash ya hmmm
Kliwon Kliwon,Driver Ramah Dan Baik👍
Avita sari,sukses slalu dan barokah
Selamet Saputra,mntap
Siomay Lin 36,"untuk kendaraan motor cukup cepat dapatnya. untuk kendaraan mobil,masih agak lama dapatnya. terimakasih sudah membantu perjalanan ku 🙏"
Rima Nurmalasari,Maps nya bisa kali dibenerin bikin pusing
Mal,"suka bgt krn harga lebih terjangkau, tp naroh titiknya susah, dan bentuk map nya beda sama di google maps... ada yg jalannya di gmaps nyambung tp di maps maxim jalannya putus. semoga bisa diperbaiki lagi soal maps nya."
Edwardus Handono T,👍
M. Rapie Kasela S. Pd SD,Cakep.
Ita Ariyani,"Kecewa banget pakek maxim, pas order maxim car dapet eeh mencari ulang itupun memakan waktu sejam kadang gak dapet juga, jadi buang2 waktu kita buat nunggu, udah gitu pas lagi order aplikasi logout sendiri, mau login lagi susaaah bener.. Tolong diperbaiki lagi ya pelayanannya.."
Idris Noyod,baik sekali
Ardarini Triestri,"Driver ramah, cekatan. Sangat baik servisnya unt customer. Terimakasih 🙏"
Wina Nengsih,good... makasih ea..
Nafizta Alfira Akasah,ok
De Hilmi,ok aja lah
logan bowjayant,good person
Abidin Firdaus,cuma yang kurang maps nya aja kurang lengkap dan jelas
faozan faozan,mantap cepat dan bersih
احمد رض قدير,mantap.. cepat tepat
Mama Rome,baik
Suhra Keysa safira,good
Abdul Setulan,Tolong map nya di akuratkan
ima qima,"pak drivernya sabar,sopan dan baik banget..trmksh pak sdh mengantar🙏"
Dina W,sangat ramah
Bintang Rachman,sangat puas
King Nimo,sangat baik 💪
jusma alone,mantap
Ayu Muchtar0782,ramah bngttt....
Anang Iswahyudi,"terima kasih, jarak 10 km bisa di order, lanjutkan"
YANIZUAR,sangat bagus
Syaka ali,makasih abangku..bintang ☆☆☆☆☆
Budi Mulyono SE,"driver ramah, penjemputan tepat"
Hasna Maryam,murah banget
Sumiati Lahago,bapak ny sangat baik dan ramah
Raya Ananta,Aplikasi aneh
Umi Fadiroh,the best
ramlan ray ramdhant,mantap
Tunggul Putra H,Terima kasih pak supir🙏🙏
Septian Nugroho,cepat & aman
Bang Rahman,bagus
Bambang Oetomo,Cepat ramah
ariel iril,trimakasih yaa
Akhdan Afiq Irfany,"Tingkatkan dan pertahankan prioritas pelayanan, keramahan dan kenyamanan bagi para konsumen Maxim"
Aprilia Laboli,driver ramah
Tasya Fridya,pelayanan yang ramah
Goenawan Heirry,good
Endang fitria,"kami kelamaan nunggu, mkah"
Susi Laswati Sihite,mantap pak
Subki Al varez,klo bisa pembayaran non tunai
Rochma Siti,Pengemudi sangat sopan dan baik
muhammad iqbal,mantap
ida Parida,sangat baik
Jafrani,ok
Yuliarman Arman,bagus sekali
Dodi Gustiyawan,"Tolong diperbaiki. Aku otw 13k, pas nyampe 18,5k. Bukan masalah nominal tapi konsisten"
Sarah Sarah,nyaman
Soeyitno Harjono,terimakasih wal ai
bintang Marulam Sinaga,mantab
Yan Faisal,nice
Abah Arkha,"penjemputan cpt, driver ramah, the best"
Junior Arya dwi putra,Pelayanan kurang cepat dan pembayaran tidak sesuai sama diaplikasi
novita wandira,"murah drpd aplikasi yg lain, drivernya juga selama ini baik² semua. Alhamdulillah"
Angga Pradita,"Saya diminta bayar lebih pakai apk ini, dan respon penyedia apk g ada"
Agus Sumirat,"drivernya baik,ramah"
NANA SURYANA,mantap....
Jamaludin Ibrahim,driver nya ramah penjemputan cepat . oke pokoknya makasih
Cut Meyan,penjemputan tepat waktu dan pelayanan oke...terima kasih ya😊
Haryanto Min,good
Olivia Pardede,Tiba tiba memesan ojek dengan sendirinya
Aini Syarifah,memuasakan
NURUL,good attitude
Syahrul Rizki,good
Ru Wanti,mengemudinya nyaman dan komunikatif
Elna Mastiari,mantap
Pampam Chelsea,terima kasih maxim driver ok
Bintang Mohammad al-fatih,"apk nya bagus layanan juga bagus ramah,cepat"
Bernadetha Tory,😍😍😍😍
Aviana Shop,Alhamdulillah masnya ramah
Zainul miror (inung),terimakasih pak driver
nurlaela ratna sari,Driver nya ramah
alifah arnum,orng nya baik
Ria Ria,bgus
Billy Rizwan,ramah dan baik driver nya 👍
Karina Habsari Prima,"aplikasi tolol, pesen car beekali kali gak dapet dapet"
EL RRR,Thx pelayanannya maxim
Yogi Pratama,"mantap, driver nya ramah"
Anton Dwi andhika,oke terimah kasih
Sarkim Jumia,Percuma order gada yang masuk
Haris haris,"Alhamdulillah,,, Drivernya sangat ramah, sopan dan ikhlas."
Siti Umaroh,Wenak temen... Sipp
Iqbal Maulana,mantap
Wiro Sasmito,bagus
Hwar Yun,nice
Jundi Siahaan,Ok
Bobby Kristanto,Nice
Fahira Tsania,mantap....
Miranda Nabila,sangat baik sekali
Adella Usman,baik sekali
Mesrawati Lase,"Kasih bintang 2 dulu, soalnya sedikit kecewa dengan apk maxim. Pesen car nunggu hampir setengah jam gak ada juga pengemudinya."
Siti Masita,"Paneri Eko dengan Motorcycle, warna merah, nopol BM5409ZAR telah tiba. Selamat menikmati perjalanan!"
Ferlin Jorra,.. drivernya ramah
Luthfi Jayusman,supir nya ramah
arni marlia,abang nya baik bgt
Heri Yanti,ramah
Sarmila Sarmila,good
Muhajar Hajar,mantappp
Hernita Sari,sangat baik sekali
Muhamad Sidik,good
Gabriella Lovy,driver ramah
Sutendi Tendi,good job
Wahyueko Septiandi,sangat baik
Joes aini,tks mas drive-in
Debora Marpaung,mantap
ARFISHA EZZAR RADITYA,bagus
Dasriyanto Iyan,cepat responnya di kasi bintang 4 dulu ya
Rumahku Istanaku,sangat membantu perjalan
suto po,Susah drivernya di monass
Sandra Bless,So far so good
Sri Wahyuningsih,ramah
Mega Osh,terimakasih
Sharamarine,mantap meskipun bau muntah
pt kjds kalvari victory,terimakasih buat pelayanan terbaik drivernya
MAIGEL TRINORELTO_ A,"Aplikasi ini sangat membantu saya menuju tempat kerja, dan drivernya juga ramah terhadap penumpang"
Ribut Wibowo,sangat rekomen deh untuk kenyamanan berkendara
Anita dini Haryati,murah dan cepat.
Ramadhansya Ramadhansyah,Sehat² Pak...Jaga kesehatan...Bapak Orang Baik... Berkah selalu Lancar rezeki nya ..
Andre ade putra,cepat
Andi akum Ananda,Mantab
Misnawati Wati,ok sering lama klo ngeliat tujuan
Salsha Sya01,Masyaa Allah baik bpknya nyaman juga terimaksih njeh pak sdh diantar smp tujuan dgn selamat mohon maaf telat ngasih ulasan nya 🙏
thau fhiq,Kenapa mencari driver nya skrg lama. Pdahal di map bnyak mobil standby
Faudila mdila,good
danny gullo,sangat baik
ndeso wae,"Harga nya terlalu murah bgt,,, kasihan driver nya yg jalanin apk ini,,, modal motor, bensin, hp, kuota, dll, tidak manusiawi, najis"
Nuni Septia Muharani,murah dan cepat di dapat
Riza Kurniawan,jozz
Abc 123,Pengantaran yang cepat hemad di kantong
Joko Mustiawan,tak bisa ber kata2 dah pokok nya 👍aja bt draefernya.
Suparmi 1234,baik orangnya sabar dan sopan
chiko Disanto,Pelayanan bagus
evi susanti,pelayanan bagus.. top
Reno Karo,good
Ria Martriyani,layananannya bagus... ramah... sampai tujuan dengan aman
Artha Sahzana,bagus dan baik
Muhamad Ali (Mamat),Ok mudahan bagus
Zari Hz,👍
Wany Marwani,Saya sangat menikmati perjalanan bersama Maxim Avanza merah maroon
Muhammad irpandi Irpan,Terima kasih
ardra rayssa,pesanan cepat di antar
salma ngabalin,"Terimakasih kk,, sdh antar sy dgn baik,,🙏"
GANI ROSADI,sangat baik
novi ani,ok banget maxim baru pertama pesan tapi 👍👍🥰
Fitri Febriani,baru download lgsg order...semua nya memuaskan.👍👍
Sarmila Mila,maksih
FERRY RAHMAT,Gak sesuai sop
Fitri Fajriah,baik
Hanafi Saputra,terima kasih
Asri Sukron,Hrga memuaskan
Pipit dipi,"Tolong tingkatkan keamanan dan kepercayaan customer, lokasi sudah sesuai maps dan sesuai titik tp dilacak malah di ajak muter² ga jelas, rute dirubah sendiri oleh driver tiba2 lgsg diselesaikan dan ga bisa dilacak lagi pdhl anak sy msh di perjalanan untung anak sy msh bisa di chat dan share lokasi nya. (Khawatir kejahatan)"
Vijai Sebayang,jujur baik tempat waktu
Albert Aswindo,baik untuk digunakan
Evy Hurnawati,mantapppp
Maria Surya Ningsi,terimakasih banyak. drevernya baik sekali
Iqbal Komarudin,Aplikasi kurang bagus Map nya bkn map google
Abu Abdillah,"MasyaAllah Tabarakallah. Semoga Berkah, driver nya asik diajak ngobrol."
Muhammad Zubair,"Kenapa ga bisa digunakan? (Trenggalek jatim). Mau order, minta log in ulang. Minta kode konfirmasi, tdk ada sms masuk. Sangat disayangkan"
Welly dimas Septiawan,"harganya bersaing, namun aplikasinya masi cukup rumit dan kurang simpel digunakan"
Arif Eka,pelayanan ramah
Joeherdy Drew,good job
Agus Seriani Tobing,driver nya ramah
Diah Yani,murah meriah
Beras Kencur,𝑑𝑟𝑖𝑣𝑒𝑟 𝑦𝑔 𝑟𝑎𝑚𝑎ℎ
Sahroni Roni,cepat juga ya
Suhaimi98,ramah
Fitria FA,"Maxim tolong di tambah fitur riwayat pesanan dong di maxim foodnya bukan cuma alamatnya saja, soalnya sy pernah pesan ngga sesuai sama yg dateng. Dan tolong di upgrade untuk titik maps nya, banyak tempat yg tidak sy temui soalnya."
Winata Neiman,cepat tepat murah
Nikkingdom 95,ngebantu bgt anak saya jadi ga telat ekskul .. tanggapannya juga cepet .. keren deeeh baang
Sherly Gaghauna,keren.. untuk map nya lebih jelas rutenya dibandingkan transportasi lain dan lebih murah tarifnya loh dari pada aplikasi Go yg lain.... 👍👍
Rudi Sukmawan,Mantap 👍
Ayu Nurella,kurir sangat baik
Hermes Hutauruk,bagus dan mantap
Latifah Tri utami,baguss+ nyaman juga✌️
Jihan Alnaira,Mempermudah
Bella Shop,murah dan ramah
Rossadiana,"baru pertama order maxim car,masih bingung cara pakainya..alhamdulillah dapet driver yg baik pool..❤"
Solahudin ChikaL,terimakasih semoga sehat selalu pak 🤲
Nurita Oktaviani,pengemudi ramah.terima kasih
Azhar Ahnaf.,"terimakasih untuk kode promosi yang diberi maxim,saya sangat terbantu semoga maxim menjadi aplikasi transportasi online terbaik,aamiin"
Rizali Hulinggi,super
fahmi febrian,Maxim mobil driver gak ada yg mau ngambil
Niken Noya,layanan baik
tulus Panderaja,keren
Alvino Lorenzo,Tidak bisa login
Rudy Bosrud,mantap
Erwin Laiya,mantap
Rayunsyah Pitra Darmawan,Alhamdulillah
delyana quensa ajie,Kenapa otoritasi SMS tidak mau masuk?? Hmmmm
Astri E Diana,harga lbh murah👍
Annisa Nur Fauziyyah,Banyak sekali yang harus diperbaiki Sering kali mendapat driver yang jarak penjemputan jauh yang ujung ujungnya dicancel sama driver
Lina Kartika,biar bintang yg bicara
eMba_Dareep olreeiiith,"pertama kali gunakan aplikasi ini,respon cepat bisa tunai"
Bagus Nugroho,mantap
Aldi Gandewa,"nice , semoga lebih baik"
Slamet Riyadi,ok
Ismayanti Ismayanti,sangat baik sekali
Lakodi Muhlis,sangat membantu
Clara Djafar,good job
yudasril yudasril,Murah meriah
Umma Hatun,sangat membantu mobilitas saya
Sandi Wahyudi,cepat proses
Muhammad Alifiansyah,sangat yaman
Wanda Wanda,baik
Darwati Sampit,sangat membantu...
yosi fordatkosu,memuaskan 👍🏻
Umar Adi,senang banget
Louis Nenepat,trima kash maxim sa sgt terbantu skali😇🙏
Dumei Selancar,"parah,gak bisa login nomor sudah betul gak ada kode masuk"
Yosep Pribadi,pengemudi ramah
Yoseph Ranggatufan,"pengemudi sangat lincah,, terbaik lah,, pokonya recomend banget"
Qyan aji Pratama tauhid,sangat baik hati-hati nyaman dan sangat ramah
Teofilus Laia,"Selalu saja tidak bisa log in pada Aplikasi... bahkan saya tukar hp.. saya pikir hp saya rusak,,tpi memang aplikasinya yg tidak bisa mendapat OTP, sampai hbis waktu... Tolong diperbaiki,, krn msih belum bagus ..."
Alvira Sakhi,membantu sekali.
Hendra yunus,terima kasih banyak
Hum Humm,sangat nyaman sama pelayanan nya
Douwe Kereh,Baik sekali
Azhar Maulana,Mudah2an bisa lebih baik lagi pelayanan nya karena di aplikasi tertera sekian biaya nya tapi pas di tanya ke driver nya kok malah lebih contoh di aplikasi 100 ribu tapi setelah sampai tujuan tanya ke driver malah jadi 120 ribu jadi bingung 😕
hendi,jemputan & service yg baik & memuaskan serta driver yg ramah.
Eko Nurhandayanto,enak diajak ngobrol
Rifki Martin,bagus ramah
usman rafsanjani,good
Rudi Hartono,cepat dan ramah
ISMA WATI,oke
Adam Dewangga,"bagus bisa jadi pengganti gojek dan saingan nya gojek,maxim harus nya ngasih lebih agar lebih dipercaya banyak kalangan"
Jaya Purbaku,Mantap
Adinda Marde,sangat ramah
arie wijaya,terimakasih banyak
danar ardi,Aplikasi bagus
Jason Lauw,mantap
Indri Aaa,sgt mmbntuu dn yg pstii murah skliii
Gunung Salju,terbaik
Fendi Gunawan,jujur dan bertanggung jawab
A Bo'an Andhira Photo,"oke, pengemudi ramah"
Asep Rohman hidayat,sangat baik
Borudamanik Borudamanik,ok
Vivo Smartphone,mantul
Febiola Nafira,"Driver nya hampir semua yg saya naiki suka ngomel2, gak ramah, sebaiknya utk aplikasi ini di kasi rating utk driver nya deh kaya yg sebelah"
sendy ganteng,makasihh buat mas yg barusan suntik saya 🙏😇
Ardhi Setiawan,ramah.. lanjutkan mase
Riv. Inf,mantap
Lamia Mia,makaaih maxim drive sigap ...amg maxim suksea sllu
mualimin cs,drever oke bos
Raju Eka Putra01,mantap Bg
Carendi,pelayanan terbaik
Ni putu Ardiyanti,Bagus
Dina Utopia,orang nya ramah 🙏😊
irvan dany,ramah dan baik
Muhammad Ari,👍👍👍👍👍👍👍👍
Puspita vina,ramah
Muhammad Zainal,seneng banget pake Maxim ramah2 banget
ferdinand roberth salkery,Terimakasih pak /ibu..
Wahyudi Saputra,maaf dan terimakasih 🙏🙏
Yunus Arnold,good
Djefry Ronggo,"terimakasih bapak, insyaallah bapak dalam lindungan ALLAH SWT, tetap semangat sehat walafiat, Aamiin ya rabbal Alamiin"
Azis Juliana,sangat bagus
Eliyani,"Supirnya sangat baik, mau bawa penumpang lebih"
Taslim Rustam,driver komunikatif
anggit tono,aplikasi pling jelek
Sabrina nur Azira,mantapp
Deswarni,driver baik
Ratih Sasmita,tepat waktu
Afika Fika,Ap
Effrina Dwi Yuni,terima kasih pak supir
Dayat Bona,rekomendasi driver
Syaffah Azifatulatifah,"lumayan susah dpt pengemudi,, apalagi malam Minggu!!"
arifin bangau,"alhamdulillah, driver sangat ramah dan enak dalam berkendara, tau jalan dan pastinya harga dibawah rata2,"
muhammad adhiyat,map dan nama alamat terkadang tidak sesuai
Misran Zahra,driver ramah
Salman Alfarisi,"harganya murah, pelayanan bagus"
Pace Loloin,pelayanannya mantap
Fatra Arsad,"Bagus,Ramah"
Arya nugraha,Ramah
Jhee Ignasius,trimkasih banyak pak
Azzam Sirodj,terimakasih kawan
Mita Mita,ramah sekali baik banget
Jarol Games,Terima kasih👍
Andika A,"Sangat baik, & lebih murah. Tanpa biaya tambahan. Pokok nya sukses terus maxim."
Anwar Abidin,sopir ramah dan pelayanan memuaskan
NOVIANGGRAINI NOVI,👍🏻
Fatma Wati,baik
Amin Khudori,mantap
a amin,Sangat puas
Ari Wibowo,baik sekali
Antonius Prasetiyono,matur nuwun.. good job
Kiki Rizky 13 Rizkydoank92,murah
NengkyBorneo Borneo,baik
Renof indonesia,makasih 🙏🏼
Mustika meilan Silalahi,"pelayanannya baik , supirnya ramah ,"
Norma Ayu,"driver nya baik banget, mobil nya bersih, ramah, tau jalan kemana mana, terima kasih bapak, sehat selalu, bahagia selalu"
Tasya,Ko kode verifikasinya ga muncul² sih jadi susah login
Dewi Dewi,ramah
Fatma Wati,driver nya baik
Frumen Pedo,nyaman
ELDI 0709,mantap
Ahmad Fauzi,semangat yea pak.... semoga lancar rezekinya dan sehat selalu.... 🤲🤲🤲🤲
Sean Lorentzo,driver ramah. tarif terjangkau. 👍👍
Nabila Wardah,baik dan ramah
Guntur Prasetya,mantap
Cutdesy Kesuma123,"bapaknya baik dan ramah ,terimakasi bapakk"
Yuliati Tuliati,ramah dravernya
dr. Masyithoh Budiyani,"Terimakasih banyak atas bantuannya hari ini, maaf lupa kasih tips hari ini. Semoga sehat, berkah dan mendapat balasan terbaik dari Allah"
Rina Rasyaraya,"Order telah dipenuhi oleh: Rahman dengan Motorcycle, warna merah, nopol KT5498BAK. Terima kasih atas perjalanan Anda!"
Karlina Oktapia,driver sangat ramah
Andri Alindra,membantu
Arra Chaniago,best
colok Ebi,Mantap on time
angga putra,pengemudi y ramah baik dan gk ngebut saat bawa penumpang
Yeni Puspita,driver nya ramah 👍
Sumaya Sari,terima kasih Maxim
Ary & Herul,Bagus dan hemat
nico nanda,mantap murah dan on time
Tina Rosmayanti,semuanya Baik
sam damai,mantappppp lah
Sabran Arifianto,top
Ayu Dewi,cepat baik
KamplenK,"Buruk!!! driver bawa kabur barang ,hp yg suruh dianter malah di bawa kabur, transaksi di selesain, driver gatau kemana kaburnya"
